EmployeeCode,Gender,EmployeeName,OfficialEmail,Username,EmployeeCount,Over18,StandardHours,Company,Industry,Country,Age,AgeGroup,DateOfBirth,MaritalStatus,Education,EducationField,State,City,PhoneNumber,Department,JobRole,BusinessTravel,WorkMode,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,MonthlyIncome,SalarySlab,SalaryHikePercent,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,NumCompaniesWorked,PromotionLast5Years,OverTime,Attrition
HRA241101,Male,Ayush Reddy,ayush.reddy@hrhub.co.in,ayush.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Single,Bachelor,Commerce,Maharashtra,Mumbai,9571338447,Finance,Finance Executive,Travel_Rarely,Work From Office,29.5,19,12,5,15,1999-07-11,146950,10+ LPA,16,0,3,3,4,1,4,3,0.0,No,No,No
HRA241102,Female,Anjali Das,anjali.das@hrhub.co.in,anjali.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Single,PhD,Finance,Telangana,Hyderabad,9485497515,Sales,Sales Manager,Travel_Rarely,Hybrid,0.3,0,0,0,0,2028-09-14,76650,6-10 LPA,6,3,4,2,1,1,4,6,0.3,No,Yes,No
HRA241103,Male,Sandeep Khan,sandeep.khan@hrhub.co.in,sandeep.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Single,MBA,Marketing,Delhi,New Delhi,9859683451,Administration,Administrative Executive,Non-Travel,Work From Office,2.0,1,1,0,1,2027-01-02,35100,3-6 LPA,11,1,4,2,2,4,2,4,2.0,No,No,No
HRA241104,Female,Vidya Roy,vidya.roy@hrhub.co.in,vidya.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Single,High School,General Education,West Bengal,Kolkata,9488252679,Administration,Facility Coordinator,Travel_Rarely,Work From Office,13.5,5,4,1,4,2015-07-07,98700,10+ LPA,6,2,4,4,1,2,1,5,7.0,No,No,No
HRA241105,Female,Pooja Chatterjee,pooja.chatterjee@hrhub.co.in,pooja.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,41,36-45,1985-07-31,Single,PhD,Finance,Maharashtra,Nagpur,9618700136,Human Resources,HR Executive,Travel_Rarely,Work From Office,8.4,5,3,1,4,2020-08-10,55400,6-10 LPA,17,2,3,2,3,3,4,4,4.0,Yes,Yes,No
HRA241106,Female,Harini Singh,harini.singh@hrhub.co.in,harini.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Married,High School,General Education,Delhi,New Delhi,9194267363,Finance,Financial Analyst,Non-Travel,Hybrid,6.0,0,0,0,0,2023-01-03,60200,6-10 LPA,5,2,3,1,1,1,2,2,6.0,Yes,No,No
HRA241107,Female,Pooja Roy,pooja.roy@hrhub.co.in,pooja.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Married,Diploma,Civil,Kerala,Thiruvananthapuram,9184691728,Human Resources,HR Business Partner,Non-Travel,Work From Office,0.2,0,0,0,0,2028-10-20,22900,0-3 LPA,22,3,3,2,2,2,2,0,0.2,No,No,No
HRA241108,Female,Nikita Bose,nikita.bose@hrhub.co.in,nikita.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Single,Diploma,Electrical,Maharashtra,Nagpur,9227961770,Administration,Office Administrator,Non-Travel,Work From Office,6.6,6,5,2,5,2022-05-29,52200,6-10 LPA,19,1,3,3,2,2,1,0,6.6,No,No,No
HRA241109,Female,Ananya Kumar,ananya.kumar@hrhub.co.in,ananya.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Married,PhD,Management,Tamil Nadu,Chennai,9605643290,Administration,Facility Coordinator,Travel_Rarely,Work From Office,0.1,0,0,0,0,2028-11-26,26200,3-6 LPA,15,0,3,4,2,4,2,1,0.1,No,Yes,No
HRA241110,Female,Aditi Kumar,aditi.kumar@hrhub.co.in,aditi.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Married,Bachelor,Business Administration,Delhi,New Delhi,9235848420,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,3.3,3,1,0,2,2025-09-15,43650,3-6 LPA,15,3,3,4,2,4,2,6,1.0,No,No,No
HRA241111,Male,Varun Bose,varun.bose@hrhub.co.in,varun.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,24,18-25,2002-07-27,Married,High School,General Education,Kerala,Kochi,9807438572,Marketing,Marketing Executive,Travel_Rarely,Work From Office,0.3,0,0,0,0,2028-09-14,30500,3-6 LPA,25,3,3,2,4,4,1,0,0.3,No,No,No
HRA241112,Female,Vidya Mishra,vidya.mishra@hrhub.co.in,vidya.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Single,PhD,Finance,Kerala,Thiruvananthapuram,9324605705,Administration,Office Administrator,Travel_Frequently,Work From Office,5.1,0,0,0,0,2023-11-28,73350,6-10 LPA,21,1,3,1,4,1,2,2,5.1,No,No,No
HRA241113,Female,Swati Verma,swati.verma@hrhub.co.in,swati.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Single,Master,Human Resources,Telangana,Hyderabad,9443222837,Sales,Sales Executive,Non-Travel,Remote,0.0,0,0,0,0,2029-01-01,34050,3-6 LPA,14,2,3,1,1,1,3,2,0.0,No,Yes,No
HRA241114,Male,Arjun Nair,arjun.nair@hrhub.co.in,arjun.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Married,MBA,Finance,Uttar Pradesh,Lucknow,9724334772,Operations,Operations Executive,Travel_Rarely,Remote,27.7,8,4,1,7,2001-04-28,148350,10+ LPA,25,1,3,3,3,3,2,5,7.0,No,No,No
HRA241115,Female,Pooja Singh,pooja.singh@hrhub.co.in,pooja.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Married,PhD,Finance,Tamil Nadu,Chennai,9300871062,Finance,Financial Analyst,Travel_Frequently,Work From Office,14.6,3,0,0,2,2014-05-31,109950,10+ LPA,17,2,3,4,4,3,4,5,6.0,Yes,No,No
HRA241116,Male,Gaurav Sinha,gaurav.sinha@hrhub.co.in,gaurav.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Single,Diploma,Mechanical,Kerala,Thiruvananthapuram,9127348579,Sales,Business Development Executive,Travel_Rarely,Work From Office,1.3,1,1,0,1,2027-09-15,31800,3-6 LPA,13,2,3,1,3,4,3,2,1.3,No,No,No
HRA241117,Female,Sonali Chatterjee,sonali.chatterjee@hrhub.co.in,sonali.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,39,36-45,1987-07-31,Married,Diploma,Electrical,West Bengal,Durgapur,9951858976,Marketing,Marketing Executive,Travel_Rarely,Hybrid,6.3,6,5,0,2,2022-09-16,73000,6-10 LPA,21,3,3,1,3,4,3,4,0.0,Yes,No,No
HRA241118,Female,Sneha Banerjee,sneha.banerjee@hrhub.co.in,sneha.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,51,46-55,1975-08-03,Married,PhD,Computer Science,Telangana,Warangal,9822490934,Finance,Financial Analyst,Travel_Rarely,Work From Office,29.3,9,7,2,2,1999-09-22,139900,10+ LPA,7,2,3,3,4,2,3,4,9.0,No,No,No
HRA241119,Female,Vidya Shah,vidya.shah@hrhub.co.in,vidya.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Single,Diploma,Mechanical,Karnataka,Mysuru,9042637599,Operations,Supply Chain Coordinator,Travel_Rarely,Hybrid,4.9,4,2,1,4,2024-02-09,50050,6-10 LPA,15,3,3,1,3,1,3,3,4.9,No,No,No
HRA241120,Male,Vikas Roy,vikas.roy@hrhub.co.in,vikas.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Married,PhD,Computer Science,Rajasthan,Jodhpur,9194054846,Operations,Operations Manager,Non-Travel,Work From Office,0.6,0,0,0,0,2028-05-27,62200,6-10 LPA,19,3,4,2,1,3,3,6,0.6,No,Yes,No
HRA241121,Male,Varun Chatterjee,varun.chatterjee@hrhub.co.in,varun.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Married,Diploma,Civil,Kerala,Thiruvananthapuram,9274368485,Administration,Administrative Executive,Travel_Rarely,Work From Office,1.4,0,0,0,0,2027-08-10,29900,3-6 LPA,15,0,3,1,3,4,1,0,1.4,No,Yes,No
HRA241122,Male,Ankit Agarwal,ankit.agarwal@hrhub.co.in,ankit.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,High School,General Education,Karnataka,Bengaluru,9588604960,Finance,Finance Executive,Travel_Rarely,Work From Office,0.7,0,0,0,0,2028-04-21,29850,3-6 LPA,17,0,3,2,4,1,2,5,0.7,No,Yes,No
HRA241123,Female,Sneha Nair,sneha.nair@hrhub.co.in,sneha.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,43,36-45,1983-08-01,Married,Bachelor,Computer Science,West Bengal,Howrah,9183010084,Marketing,Digital Marketing Specialist,Travel_Rarely,Remote,0.9,0,0,0,0,2028-02-08,38150,3-6 LPA,21,1,3,3,4,4,3,4,0.9,No,No,No
HRA241124,Male,Mohit Shah,mohit.shah@hrhub.co.in,mohit.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Married,PhD,Computer Science,Karnataka,Mysuru,9164666326,IT,Data Analyst,Travel_Frequently,Hybrid,20.0,4,4,1,4,2009-01-06,186350,10+ LPA,17,1,3,3,3,1,4,3,2.0,No,No,No
HRA241125,Female,Khushi Shah,khushi.shah@hrhub.co.in,khushi.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,50,46-55,1976-08-02,Married,Bachelor,Information Technology,Tamil Nadu,Chennai,9541683314,Finance,Accountant,Travel_Frequently,Hybrid,13.6,10,3,4,0,2015-05-31,98750,10+ LPA,19,0,4,3,3,3,1,1,7.0,No,No,Yes
HRA241126,Male,Gaurav Jain,gaurav.jain@hrhub.co.in,gaurav.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Divorced,PhD,Management,Rajasthan,Jodhpur,9207904266,Administration,Facility Coordinator,Travel_Frequently,Work From Office,2.8,0,0,0,0,2026-03-17,49650,3-6 LPA,15,1,3,3,1,2,1,1,0.0,Yes,No,Yes
HRA241127,Female,Vidya Roy,vidya.roy@hrhub.co.in,vidya.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,43,36-45,1983-08-01,Married,Bachelor,Business Administration,Kerala,Thiruvananthapuram,9521177800,Finance,Finance Executive,Travel_Rarely,Work From Office,21.4,6,4,0,6,2007-08-15,141550,10+ LPA,17,2,4,1,4,4,1,1,1.0,No,Yes,No
HRA241128,Male,Pranav Patel,pranav.patel@hrhub.co.in,pranav.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Single,High School,General Education,Uttar Pradesh,Noida,9250210985,Marketing,Marketing Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,28050,3-6 LPA,11,2,4,1,1,4,2,3,0.0,Yes,No,No
HRA241129,Male,Pranav Kumar,pranav.kumar@hrhub.co.in,pranav.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,45,36-45,1981-08-01,Married,Diploma,Computer,Delhi,New Delhi,9159695549,Operations,Operations Executive,Travel_Frequently,Work From Office,1.4,1,1,0,1,2027-08-10,26000,3-6 LPA,8,3,2,2,1,4,3,0,1.4,Yes,Yes,No
HRA241130,Male,Aditya Sharma,aditya.sharma@hrhub.co.in,aditya.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Single,PhD,Management,Tamil Nadu,Chennai,9298603779,Sales,Sales Executive,Non-Travel,Work From Office,4.5,1,0,0,0,2024-07-04,43300,3-6 LPA,19,3,4,1,4,4,2,4,4.5,No,Yes,No
HRA241131,Male,Aditya Saha,aditya.saha@hrhub.co.in,aditya.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Single,Diploma,Electrical,Gujarat,Surat,9836625396,IT,Software Engineer,Travel_Rarely,Work From Office,1.5,0,0,0,0,2027-07-04,26600,3-6 LPA,15,2,3,2,2,2,2,0,1.5,No,No,No
HRA241132,Male,Manish Shah,manish.shah@hrhub.co.in,manish.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Married,Bachelor,Computer Science,Uttar Pradesh,Kanpur,9722810891,Marketing,Content Strategist,Travel_Rarely,Work From Office,1.0,1,0,0,0,2028-01-02,28950,3-6 LPA,22,0,2,2,2,1,2,3,0.0,No,Yes,No
HRA241133,Female,Sneha Mehta,sneha.mehta@hrhub.co.in,sneha.mehta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Divorced,Master,Business Administration,Maharashtra,Pune,9280793446,Marketing,Digital Marketing Specialist,Travel_Frequently,Work From Office,0.1,0,0,0,0,2028-11-26,33000,3-6 LPA,25,0,3,4,1,1,4,4,0.1,No,No,No
HRA241134,Male,Karan Roy,karan.roy@hrhub.co.in,karan.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Single,Diploma,Computer,Delhi,New Delhi,9499780550,Administration,Administrative Executive,Non-Travel,Work From Office,0.1,0,0,0,0,2028-11-26,18450,0-3 LPA,16,0,2,1,1,4,3,1,0.1,No,No,No
HRA241135,Male,Vikas Jain,vikas.jain@hrhub.co.in,vikas.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,45,36-45,1981-08-01,Single,Diploma,Computer,Gujarat,Surat,9849128264,Finance,Financial Analyst,Travel_Rarely,Work From Office,12.4,9,6,0,8,2016-08-11,111100,10+ LPA,17,2,3,3,3,4,2,6,9.0,No,No,No
HRA241136,Male,Akash Mishra,akash.mishra@hrhub.co.in,akash.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Divorced,Master,Business Administration,West Bengal,Howrah,9262811507,Administration,Administrative Executive,Travel_Rarely,Hybrid,3.8,1,0,0,0,2025-03-16,34750,3-6 LPA,13,3,4,3,2,1,1,2,3.8,Yes,No,No
HRA241137,Male,Gaurav Jain,gaurav.jain@hrhub.co.in,gaurav.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Married,Diploma,Computer,Telangana,Warangal,9991824404,Finance,Finance Executive,Travel_Rarely,Work From Office,6.6,0,0,0,0,2022-05-29,58000,6-10 LPA,21,2,2,4,4,4,4,2,2.0,No,No,No
HRA241138,Male,Ayush Ghosh,ayush.ghosh@hrhub.co.in,ayush.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,40,36-45,1986-07-31,Single,Diploma,Mechanical,West Bengal,Durgapur,9741405516,Operations,Operations Executive,Travel_Frequently,Work From Office,17.4,4,4,0,3,2011-08-14,133550,10+ LPA,23,1,4,3,4,1,4,2,6.0,No,No,No
HRA241139,Male,Aditya Nair,aditya.nair@hrhub.co.in,aditya.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Married,Bachelor,Human Resources,West Bengal,Kolkata,9757046483,Operations,Operations Manager,Travel_Rarely,Work From Office,29.6,6,3,3,1,1999-06-04,213400,10+ LPA,13,0,4,4,4,3,2,0,2.0,Yes,No,No
HRA241140,Female,Sneha Mishra,sneha.mishra@hrhub.co.in,sneha.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,47,46-55,1979-08-02,Single,Bachelor,Human Resources,Uttar Pradesh,Noida,9317841647,Operations,Operations Manager,Travel_Frequently,Work From Office,25.0,3,2,1,2,2004-01-08,183200,10+ LPA,19,3,2,3,2,2,2,2,2.0,No,Yes,No
HRA241141,Female,Deepika Das,deepika.das@hrhub.co.in,deepika.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Married,Diploma,Civil,West Bengal,Kolkata,9132868797,Finance,Accountant,Travel_Rarely,Remote,7.6,6,0,1,6,2021-05-29,85350,10+ LPA,14,3,3,3,2,3,3,1,2.0,No,Yes,No
HRA241142,Male,Sandeep Joshi,sandeep.joshi@hrhub.co.in,sandeep.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,18,18-25,2008-07-25,Married,Bachelor,Computer Science,Uttar Pradesh,Noida,9901715489,Human Resources,Talent Acquisition Specialist,Non-Travel,Work From Office,0.0,0,0,0,0,2029-01-01,30050,3-6 LPA,19,3,3,4,2,4,3,5,0.0,No,No,No
HRA241143,Female,Kavya Mishra,kavya.mishra@hrhub.co.in,kavya.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,41,36-45,1985-07-31,Married,High School,General Education,Uttar Pradesh,Lucknow,9489566546,Human Resources,HR Executive,Travel_Rarely,Work From Office,19.8,18,15,9,6,2009-03-20,124300,10+ LPA,19,0,4,3,4,4,4,0,5.0,No,Yes,No
HRA241144,Male,Ankit Sinha,ankit.sinha@hrhub.co.in,ankit.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Married,Diploma,Mechanical,Gujarat,Ahmedabad,9064091917,Operations,Operations Executive,Travel_Rarely,Work From Office,5.1,4,4,0,0,2023-11-28,81650,6-10 LPA,7,0,3,1,1,3,3,6,5.1,Yes,No,No
HRA241145,Male,Deepak Roy,deepak.roy@hrhub.co.in,deepak.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,55,46-55,1971-08-04,Married,High School,General Education,Kerala,Kozhikode,9356327703,IT,Software Engineer,Travel_Frequently,Work From Office,5.1,4,3,1,1,2023-11-28,73050,6-10 LPA,18,3,3,2,4,3,2,3,5.1,No,No,No
HRA241146,Female,Vidya Khan,vidya.khan@hrhub.co.in,vidya.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Single,Diploma,Mechanical,Uttar Pradesh,Lucknow,9916849598,Finance,Finance Executive,Travel_Rarely,Remote,3.9,2,2,1,2,2025-02-08,41050,3-6 LPA,11,3,3,3,1,3,3,5,1.0,No,No,Yes
HRA241147,Male,Akash Agarwal,akash.agarwal@hrhub.co.in,akash.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,53,46-55,1973-08-03,Married,MBA,Operations,West Bengal,Howrah,9905947137,Finance,Finance Executive,Travel_Rarely,Work From Office,22.1,13,9,2,12,2006-12-02,175800,10+ LPA,24,0,3,2,4,1,2,4,4.0,No,Yes,Yes
HRA241148,Male,Vivek Sinha,vivek.sinha@hrhub.co.in,vivek.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Single,Bachelor,Marketing,Uttar Pradesh,Lucknow,9751497674,Administration,Office Administrator,Non-Travel,Work From Office,18.0,3,3,0,3,2011-01-06,135650,10+ LPA,7,2,1,3,4,2,3,2,6.0,No,Yes,No
HRA241149,Male,Vivek Kapoor,vivek.kapoor@hrhub.co.in,vivek.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Married,Diploma,Computer,West Bengal,Howrah,9406470887,Administration,Administrative Executive,Non-Travel,Work From Office,0.0,0,0,0,0,2029-01-01,31250,3-6 LPA,9,3,3,3,4,3,2,1,0.0,No,Yes,Yes
HRA241150,Female,Tanvi Gupta,tanvi.gupta@hrhub.co.in,tanvi.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,42,36-45,1984-07-31,Single,Master,Computer Science,Uttar Pradesh,Noida,9454223360,IT,System Administrator,Travel_Rarely,Work From Office,2.8,2,1,0,0,2026-03-17,45800,3-6 LPA,9,2,3,4,1,4,1,4,2.8,No,Yes,No
HRA241151,Male,Rohan Patel,rohan.patel@hrhub.co.in,rohan.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Married,MBA,Finance,Kerala,Thiruvananthapuram,9125472463,Finance,Accountant,Travel_Frequently,Work From Office,2.7,2,1,0,2,2026-04-22,47600,3-6 LPA,6,2,3,4,4,4,3,3,2.7,Yes,No,No
HRA241152,Female,Anusha Jain,anusha.jain@hrhub.co.in,anusha.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,20,18-25,2006-07-26,Married,Bachelor,Finance,Maharashtra,Pune,9130802878,Human Resources,HR Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,28800,3-6 LPA,7,3,2,1,1,2,2,0,0.0,No,Yes,Yes
HRA241153,Female,Vidya Bose,vidya.bose@hrhub.co.in,vidya.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Single,PhD,Finance,Maharashtra,Mumbai,9019594087,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Work From Office,2.5,1,0,0,1,2026-07-04,48550,3-6 LPA,17,2,2,3,1,2,2,3,2.5,No,No,No
HRA241154,Male,Sandeep Joshi,sandeep.joshi@hrhub.co.in,sandeep.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,50,46-55,1976-08-02,Married,PhD,Finance,Telangana,Hyderabad,9802882398,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,3.6,0,0,0,0,2025-05-28,46950,3-6 LPA,20,2,3,1,4,2,1,2,3.6,No,No,No
HRA241155,Male,Rohan Das,rohan.das@hrhub.co.in,rohan.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Married,High School,General Education,Kerala,Kozhikode,9250698321,Sales,Sales Manager,Travel_Frequently,Hybrid,0.0,0,0,0,0,2029-01-01,77600,6-10 LPA,20,0,3,1,1,3,1,3,0.0,No,No,No
HRA241156,Male,Rohan Chatterjee,rohan.chatterjee@hrhub.co.in,rohan.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,24,18-25,2002-07-27,Married,Bachelor,Business Administration,Telangana,Warangal,9880788990,IT,Software Engineer,Travel_Frequently,Work From Office,0.1,0,0,0,0,2028-11-26,34000,3-6 LPA,8,0,2,3,2,2,3,5,0.1,No,Yes,No
HRA241157,Male,Sahil Jain,sahil.jain@hrhub.co.in,sahil.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Married,Diploma,Civil,Uttar Pradesh,Lucknow,9779185064,Administration,Facility Coordinator,Non-Travel,Hybrid,1.1,0,0,0,0,2027-11-27,25850,3-6 LPA,8,2,3,4,1,2,4,6,1.1,No,No,No
HRA241158,Female,Tanvi Mukherjee,tanvi.mukherjee@hrhub.co.in,tanvi.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,45,36-45,1981-08-01,Married,High School,General Education,Karnataka,Hubballi,9319299322,Operations,Operations Executive,Travel_Rarely,Hybrid,18.7,17,1,0,1,2010-04-26,145350,10+ LPA,18,3,2,4,4,2,4,4,5.0,No,No,No
HRA241159,Male,Aditya Reddy,aditya.reddy@hrhub.co.in,aditya.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Married,MBA,Operations,Delhi,New Delhi,9829045057,Finance,Accountant,Travel_Frequently,Work From Office,7.3,5,3,0,5,2021-09-16,72850,6-10 LPA,23,3,2,2,4,1,1,2,4.0,Yes,No,No
HRA241160,Female,Shreya Gupta,shreya.gupta@hrhub.co.in,shreya.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Divorced,Master,Computer Science,Tamil Nadu,Madurai,9609133077,Finance,Financial Analyst,Travel_Frequently,Work From Office,1.0,1,0,0,1,2028-01-02,33350,3-6 LPA,9,1,4,3,3,1,2,5,1.0,No,No,No
HRA241161,Female,Ritika Reddy,ritika.reddy@hrhub.co.in,ritika.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Married,Master,Finance,Gujarat,Ahmedabad,9089664172,Marketing,Content Strategist,Non-Travel,Work From Office,3.3,0,0,0,0,2025-09-15,47000,3-6 LPA,11,2,3,2,3,2,1,2,3.3,No,Yes,No
HRA241162,Male,Vikas Kumar,vikas.kumar@hrhub.co.in,vikas.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,40,36-45,1986-07-31,Married,Master,Business Administration,Tamil Nadu,Chennai,9234132426,Operations,Operations Executive,Travel_Rarely,Hybrid,11.5,3,3,1,0,2017-07-06,108250,10+ LPA,15,2,3,4,1,2,3,3,6.0,Yes,No,No
HRA241163,Female,Kavya Bose,kavya.bose@hrhub.co.in,kavya.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Married,Master,Human Resources,Uttar Pradesh,Lucknow,9779491200,Finance,Accountant,Travel_Rarely,Work From Office,10.3,3,3,0,1,2018-09-17,93600,10+ LPA,23,3,1,1,2,4,4,5,7.0,Yes,No,No
